"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"New Mexico Highlands University",0.518,0.569,0.665,"Las Vegas","NM","87701","www.nmhu.edu","PartTime",0.25
"New Mexico Institute of Mining and Technology",0.678,0.726,0.771,"Socorro","NM","87801","www.nmt.edu","PartTime",1
"University of New Mexico-Main Campus",0.502,0.598,0.642,"Albuquerque","NM","87106","www.unm.edu","PartTime",0.5417
"New Mexico State University-Main Campus",0.436,0.533,0.604,"Las Cruces","NM","88003-8001","www.nmsu.edu/","PartTime",0.375
"Northern New Mexico College",0.395,0.427,0.497,"Espanola","NM","87532","nnmc.edu","PartTime",0
"University of the Southwest",0.639,0.672,0.657,"Hobbs","NM","88240","www.usw.edu","PartTime",0.7273
"Western New Mexico University",0.432,0.467,0.551,"Silver City","NM","88061","www.wnmu.edu","PartTime",0.0769
"Vaughn College of Aeronautics and Technology",0.664,0.738,0.747,"Flushing","NY","11369","www.vaughn.edu","PartTime",0.25
"Adelphi University",0.741,0.803,0.84,"Garden City","NY","11530-0701","www.adelphi.edu/","PartTime",0.4545
"Albany College of Pharmacy and Health Sciences",0.895,0.953,0.951,"Albany","NY","12208-3492","www.acphs.edu","PartTime",1
"Barnard College",0.751,0.799,0.808,"New York","NY","10027-6598","www.barnard.edu","PartTime",0.8462
"Berkeley College-New York",0.545,0.624,0.69,"New York","NY","10017","www.BerkeleyCollege.edu","PartTime",0.3333
"Columbia University in the City of New York",0.84,0.852,0.877,"New York","NY","10027","www.columbia.edu","PartTime",0.9063
"Concordia College-New York",0.621,0.682,0.746,"Bronxville","NY","10708-1998","www.concordia-ny.edu","PartTime",1
"Cornell University",0.842,0.881,0.901,"Ithaca","NY","14853","www.cornell.edu","PartTime",1
"CUNY Bernard M Baruch College",0.725,0.763,0.801,"New York","NY","10010","www.baruch.cuny.edu","PartTime",0.75
"CUNY Brooklyn College",0.585,0.672,0.706,"Brooklyn","NY","11210","www.brooklyn.cuny.edu","PartTime",0.9
"College of Staten Island CUNY",0.518,0.627,0.674,"Staten Island","NY","10314","www.csi.cuny.edu","PartTime",0.5294
"CUNY City College",0.571,0.676,0.741,"New York","NY","10031","www.ccny.cuny.edu","PartTime",0.7273
"CUNY Hunter College",0.611,0.697,0.741,"New York","NY","10065","www.hunter.cuny.edu","PartTime",0.8
"CUNY John Jay College of Criminal Justice",0.568,0.658,0.736,"New York","NY","10019","www.jjay.cuny.edu","PartTime",0.5
"CUNY Lehman College",0.619,0.695,0.74,"Bronx","NY","10468","www.lehman.cuny.edu","PartTime",0.6111
"CUNY Medgar Evers College",0.469,0.542,0.622,"Brooklyn","NY","11225","www.mec.cuny.edu","PartTime",0.6667
"CUNY New York City College of Technology",0.517,0.631,0.684,"Brooklyn","NY","11201","www.citytech.cuny.edu","PartTime",0.6
"CUNY Queens College",0.599,0.695,0.74,"Queens","NY","11367","www.qc.cuny.edu","PartTime",0.7143
"CUNY York College",0.551,0.632,0.701,"Jamaica","NY","11451","www.york.cuny.edu","PartTime",0.6571
"D'Youville College",0.739,0.738,0.755,"Buffalo","NY","14201-1084","www.dyc.edu","PartTime",0
"Elmira College",0.631,0.746,0.776,"Elmira","NY","14901","https://www.elmira.edu","PartTime",1
"Fashion Institute of Technology",0.716,0.731,0.723,"New York","NY","10001-5992","www.fitnyc.edu","PartTime",0.44
"Five Towns College",0.434,0.515,0.618,"Dix Hills","NY","11746-5871","www.ftc.edu","PartTime",0.125
"Fordham University",0.776,0.801,0.828,"Bronx","NY","10458","www.fordham.edu","PartTime",0.5
"Hilbert College",0.575,0.637,0.783,"Hamburg","NY","14075-1597","www.hilbert.edu","PartTime",1
"Hobart William Smith Colleges",0.729,0.781,0.841,"Geneva","NY","14456","WWW.HWS.EDU","PartTime",0
"Hofstra University",0.699,0.755,0.787,"Hempstead","NY","11549","www.hofstra.edu","PartTime",0
"Houghton College",0.552,0.655,0.667,"Houghton","NY","14744","www.houghton.edu","PartTime",0
"LIM College",0.741,0.731,0.715,"New York","NY","10022-5268","www.limcollege.edu","PartTime",0
"Le Moyne College",0.718,0.786,0.817,"Syracuse","NY","13214-1301","www.lemoyne.edu","PartTime",0
"LIU Brooklyn",0.596,0.716,0.753,"Brooklyn","NY","11201-8423","liu.edu/Brooklyn","PartTime",0.3333
"Long Island University",0.596,0.716,0.753,"Brookville","NY","11548-1327","liu.edu/CWPost","PartTime",0.3333
"Manhattan College",0.825,0.853,0.877,"Riverdale","NY","10471-4098","www.manhattan.edu","PartTime",0.5
"Manhattanville College",0.668,0.729,0.735,"Purchase","NY","10577","www.mville.edu","PartTime",0.5
"Maria College of Albany",0.66,0.696,0.692,"Albany","NY","12208","www.mariacollege.edu","PartTime",1
"Marymount Manhattan College",0.57,0.643,0.682,"New York","NY","10021-4597","www.mmm.edu","PartTime",0.5294
"Mercy College",0.605,0.673,0.685,"Dobbs Ferry","NY","10522","https://www.mercy.edu","PartTime",0.7647
"Molloy College",0.782,0.813,0.839,"Rockville Centre","NY","11571-5002","www.molloy.edu","PartTime",0.5
"Monroe College",0.454,0.501,0.529,"Bronx","NY","10468","www.monroecollege.edu","PartTime",0.125
"Mount Saint Mary College",0.704,0.788,0.781,"Newburgh","NY","12550","www.msmc.edu","PartTime",0
"The College of New Rochelle",0.569,0.547,0.581,"New Rochelle","NY","10805-2339","www.cnr.edu","PartTime",0.3
"The New School",0.615,0.661,0.664,"New York","NY","10011-8871","https://www.newschool.edu/","PartTime",0.8
"New York University",0.737,0.799,0.812,"New York","NY","10012-1091","www.nyu.edu","PartTime",0.7115
"Niagara University",0.691,0.751,0.784,"Niagara University","NY","14109","www.niagara.edu","PartTime",1
"New York Institute of Technology",0.653,0.752,0.786,"Old Westbury","NY","11568-8000","www.nyit.edu","PartTime",0.3667
"Nyack College",0.569,0.651,0.665,"Nyack","NY","10960-3698","www.nyack.edu/consumerinfo","PartTime",0.3333
"Pace University",0.714,0.78,0.818,"New York","NY","10038-1598","www.pace.edu","PartTime",0.8103
"Davis College",0.276,0.449,0.573,"Johnson City","NY","13790-2712","https://www.davisny.edu/","PartTime",0.5
"Pratt Institute-Main",0.647,0.682,0.671,"Brooklyn","NY","11205","www.pratt.edu","PartTime",0
"Roberts Wesleyan College",0.596,0.704,0.704,"Rochester","NY","14624","www.roberts.edu","PartTime",0
"Rochester Institute of Technology",0.735,0.796,0.832,"Rochester","NY","14623-5603","www.rit.edu/","PartTime",1
"The Sage Colleges",0.665,0.761,0.775,"Troy","NY","12180","www.sage.edu","PartTime",0
"St Bonaventure University",0.689,0.721,0.796,"Saint Bonaventure","NY","14778-9800","www.sbu.edu","PartTime",1
"St Francis College",0.567,0.697,0.727,"Brooklyn Heights","NY","11201-4305","www.sfc.edu","PartTime",0
"St. Joseph's College-New York",0.691,0.746,0.782,"Brooklyn","NY","11205-3688","www.sjcny.edu","PartTime",1
"St. Joseph's College-Long Island",NA,NA,NA,"Patchogue","NY","11772","sjcny.edu","PartTime",0.3571
"St John's University-New York",0.695,0.769,0.803,"Queens","NY","11439","www.stjohns.edu","PartTime",0.3333
"SUNY College of Technology at Alfred",0.609,0.693,0.725,"Alfred","NY","14802","www.alfredstate.edu","PartTime",1
"Farmingdale State College",0.695,0.742,0.778,"Farmingdale","NY","11735-1021","www.farmingdale.edu/","PartTime",0.5
"SUNY at Albany",0.7,0.766,0.817,"Albany","NY","12222","www.albany.edu","PartTime",0.25
"Binghamton University",0.737,0.805,0.844,"Vestal","NY","13850-6000","www.binghamton.edu","PartTime",0.8806
"University at Buffalo",0.72,0.794,0.815,"Buffalo","NY","14260-1660","www.buffalo.edu","PartTime",0.8095
"Stony Brook University",0.681,0.765,0.817,"Stony Brook","NY","11794","https://www.stonybrook.edu","PartTime",0.6667
"SUNY College at Brockport",0.639,0.741,0.767,"Brockport","NY","14420-2919","https://www.brockport.edu","PartTime",0
"SUNY Buffalo State",0.586,0.662,0.714,"Buffalo","NY","14222","suny.buffalostate.edu/","PartTime",0.3333
"SUNY at Fredonia",0.58,0.678,0.744,"Fredonia","NY","14063-1136","www.fredonia.edu","PartTime",1
"SUNY College at Geneseo",0.683,0.794,0.826,"Geneseo","NY","14454-1465","www.geneseo.edu/","PartTime",0.6
"State University of New York at New Paltz",0.616,0.699,0.753,"New Paltz","NY","12561-2443","www.newpaltz.edu","PartTime",1
"SUNY College at Oswego",0.623,0.7,0.754,"Oswego","NY","13126","https://www.oswego.edu/","PartTime",1
"SUNY College at Potsdam",0.529,0.617,0.69,"Potsdam","NY","13676-2294","www.potsdam.edu","PartTime",0.25
"SUNY at Purchase College",0.479,0.585,0.615,"Purchase","NY","10577-1400","www.purchase.edu","PartTime",0.3333
"SUNY College at Old Westbury",0.629,0.696,0.726,"Old Westbury","NY","11568-0210","www.oldwestbury.edu","PartTime",0.75
"SUNY College at Plattsburgh",0.605,0.686,0.735,"Plattsburgh","NY","12901-2681","www.plattsburgh.edu","PartTime",1
"SUNY Empire State College",0.661,0.687,0.688,"Saratoga Springs","NY","12866-4391","www.esc.edu","PartTime",0.6222
"Syracuse University",0.767,0.826,0.864,"Syracuse","NY","13244","https://www.syracuse.edu","PartTime",0.875
"Touro College",0.559,0.537,0.531,"New York","NY","10018","www.touro.edu","PartTime",0.4255
"Vassar College",0.653,0.702,0.815,"Poughkeepsie","NY","12604","www.vassar.edu","PartTime",1
"Villa Maria College",0.41,0.468,0.501,"Buffalo","NY","14225-3999","https://www.villa.edu","PartTime",0.5
"School of Visual Arts",0.522,0.631,0.658,"New York","NY","10010","www.sva.edu","PartTime",0.5
"Wagner College",0.734,0.78,0.801,"Staten Island","NY","10301-4495","www.wagner.edu","PartTime",1
"Yeshiva University",0.685,0.733,0.798,"New York","NY","10033-3299","www.yu.edu","PartTime",1
"The Art Institute of Charlotte",0.478,0.601,0.59,"Charlotte","NC","28217-4536","www.artinstitutes.edu/charlotte","PartTime",0.5
"Appalachian State University",0.623,0.688,0.746,"Boone","NC","28608","www.appstate.edu/","PartTime",0
"Bennett College",0.308,0.409,0.545,"Greensboro","NC","27401-3239","www.bennett.edu/","PartTime",0.3333
"Campbell University",0.637,0.72,0.781,"Buies Creek","NC","27506","www.campbell.edu","PartTime",0.15
"East Carolina University",0.662,0.718,0.744,"Greenville","NC","27858-4353","www.ecu.edu","PartTime",0.74
"Elizabeth City State University",0.379,0.456,0.559,"Elizabeth City","NC","27909","www.ecsu.edu","PartTime",0
"Fayetteville State University",0.417,0.514,0.569,"Fayetteville","NC","28301-4298","https://www.uncfsu.edu","PartTime",0.2857
"Guilford College",0.559,0.596,0.663,"Greensboro","NC","27410-4108","https://www.guilford.edu","PartTime",0
"Johnson C Smith University",0.422,0.467,0.514,"Charlotte","NC","28216-5398","www.jcsu.edu","PartTime",0
"Lenoir-Rhyne University",0.606,0.687,0.733,"Hickory","NC","28601","www.lr.edu","PartTime",0.7407
"Mars Hill University",0.514,0.577,0.582,"Mars Hill","NC","28754","www.mhu.edu","PartTime",0.5
"Meredith College",0.665,0.678,0.717,"Raleigh","NC","27607-5298","www.meredith.edu","PartTime",1
"Methodist University",0.565,0.645,0.718,"Fayetteville","NC","28311-1420","www.methodist.edu","PartTime",0.1818
"Platt College-Miller-Motte-Wilmington",0.295,0.341,0.387,"Wilmington","NC","28405","www.miller-motte.edu","PartTime",0.125
"Montreat College",0.588,0.637,0.651,"Montreat","NC","28757-1267","www.montreat.edu","PartTime",0
"University of Mount Olive",0.634,0.694,0.725,"Mount Olive","NC","28365-0919","https://www.umo.edu","PartTime",0.3889
"North Carolina A & T State University",0.488,0.574,0.632,"Greensboro","NC","27411","www.ncat.edu","PartTime",0.75
"University of North Carolina at Asheville",0.513,0.586,0.644,"Asheville","NC","28804-8510","https://www.unca.edu","PartTime",0.5
"University of North Carolina at Chapel Hill",0.747,0.813,0.842,"Chapel Hill","NC","27599","www.unc.edu","PartTime",1
"University of North Carolina at Charlotte",0.67,0.749,0.773,"Charlotte","NC","28223-0001","https://www.uncc.edu","PartTime",0.5714
"University of North Carolina at Greensboro",0.6,0.655,0.702,"Greensboro","NC","27402-6170","www.uncg.edu","PartTime",0.25
"North Carolina Central University",0.467,0.517,0.595,"Durham","NC","27707","www.nccu.edu","PartTime",0.5
"North Carolina State University at Raleigh",0.751,0.795,0.822,"Raleigh","NC","27695-7001","www.ncsu.edu","PartTime",0.5455
"University of North Carolina Wilmington",0.657,0.706,0.749,"Wilmington","NC","28403-5963","www.uncw.edu","PartTime",0.4
"University of North Carolina at Pembroke",0.487,0.56,0.647,"Pembroke","NC","28372-1510","www.uncp.edu","PartTime",0.4545
"Pfeiffer University",0.635,0.692,0.713,"Misenheimer","NC","28109-0960","www.pfeiffer.edu","PartTime",1
"Shaw University",0.375,0.458,0.527,"Raleigh","NC","27601","www.shawu.edu","PartTime",0
"Southeastern Baptist Theological Seminary",NA,NA,NA,"Wake Forest","NC","27587-1889","www.sebts.edu","PartTime",0.5833
"Wake Forest University",0.8,0.844,0.882,"Winston-Salem","NC","27106","www.wfu.edu","PartTime",0.5
"Winston-Salem State University",0.495,0.561,0.616,"Winston-Salem","NC","27110-0001","www.wssu.edu","PartTime",0.5
"Western Carolina University",0.586,0.675,0.713,"Cullowhee","NC","28723-9646","www.wcu.edu","PartTime",0.5833
"Dickinson State University",0.688,0.742,0.696,"Dickinson","ND","58601-4896","www.dickinsonstate.edu","PartTime",0.3333
"University of Mary",0.795,0.809,0.812,"Bismarck","ND","58504","https://www.umary.edu/","PartTime",0
"Mayville State University",0.657,0.672,0.731,"Mayville","ND","58257-1299","www.mayvillestate.edu","PartTime",1
"Minot State University",0.664,0.708,0.724,"Minot","ND","58707","www.minotstateu.edu","PartTime",0.6818
"University of North Dakota",0.768,0.814,0.823,"Grand Forks","ND","58202-8193","https://und.edu","PartTime",0.48
"North Dakota State University-Main Campus",0.771,0.816,0.825,"Fargo","ND","58108-6050","https://www.ndsu.edu","PartTime",0.375
"Trinity Bible College and Graduate School",0.446,0.55,0.475,"Ellendale","ND","58436-7105","trinitybiblecollege.edu/","PartTime",0
"Valley City State University",0.714,0.754,0.721,"Valley City","ND","58072","www.vcsu.edu","PartTime",0.6786
"University of Akron Main Campus",0.563,0.633,0.647,"Akron","OH","44325-4702","www.uakron.edu","PartTime",0.5472
"Ashland University",0.674,0.73,0.761,"Ashland","OH","44805","https://www.ashland.edu","PartTime",0
"Baldwin Wallace University",0.673,0.731,0.805,"Berea","OH","44017-2088","https://www.bw.edu","PartTime",1
"Bowling Green State University-Main Campus",0.578,0.682,0.744,"Bowling Green","OH","43403","www.bgsu.edu","PartTime",0.4167
"Central State University",0.327,0.385,0.449,"Wilberforce","OH","45384-1004","www.centralstate.edu","PartTime",0
"Cincinnati Christian University",0.521,0.549,0.607,"Cincinnati","OH","45204-3200","www.CCUniversity.edu","PartTime",0.25
"University of Cincinnati-Main Campus",0.645,0.696,0.725,"Cincinnati","OH","45221-0063","www.uc.edu","PartTime",0.3846
"Ohio Christian University",0.532,0.525,0.583,"Circleville","OH","43113-9487","www.ohiochristian.edu","PartTime",0.375
"Cleveland State University",0.619,0.676,0.711,"Cleveland","OH","44115-2214","www.csuohio.edu/","PartTime",0.3793
"University of Dayton",0.788,0.864,0.853,"Dayton","OH","45469","https://www.udayton.edu","PartTime",0.25
"Defiance College",0.587,0.707,0.772,"Defiance","OH","43512","www.defiance.edu","PartTime",1
"Franklin University",0.687,0.743,0.785,"Columbus","OH","43215-5399","www.franklin.edu","PartTime",0.2963
"Gods Bible School and College",0.325,0.329,0.37,"Cincinnati","OH","45202-6838","www.gbs.edu","PartTime",0
"Kent State University at Ashtabula",0.567,0.642,0.675,"Ashtabula","OH","44004","www.kent.edu/ashtabula","PartTime",0.25
"Kent State University at East Liverpool",0.567,0.642,0.675,"East Liverpool","OH","43920","www.kent.edu/columbiana","PartTime",0.5833
"Kent State University at Stark",0.567,0.642,0.675,"Canton","OH","44720-7599","www.kent.edu/stark","PartTime",0.4962
"Kent State University at Trumbull",0.567,0.642,0.675,"Warren","OH","44483","www.kent.edu/trumbull","PartTime",0.4242
"Kent State University at Tuscarawas",0.567,0.642,0.675,"New Philadelphia","OH","44663-9403","www.kent.edu/tusc","PartTime",0.3889
"Kent State University at Salem",0.567,0.642,0.675,"Salem","OH","44460","www.kent.edu/columbiana","PartTime",0.5238
"Kent State University at Kent",0.567,0.642,0.675,"Kent","OH","44242-0001","www.kent.edu","PartTime",0.641
"Kent State University at Geauga",0.567,0.642,0.675,"Burton","OH","44021","www.kent.edu/geauga","PartTime",0.5373
"Kettering College",0.766,0.824,0.821,"Kettering","OH","45429-1299","kc.edu","PartTime",0.8571
"Lourdes University",0.616,0.63,0.674,"Sylvania","OH","43560-2898","www.lourdes.edu","PartTime",0
"Malone University",0.648,0.717,0.719,"Canton","OH","44709-3308","https://www.malone.edu","PartTime",0
"Mercy College of Ohio",0.784,0.798,0.764,"Toledo","OH","43604-1132","www.mercycollege.edu","PartTime",1
"Miami University-Hamilton",0.676,0.752,0.766,"Hamilton","OH","45011","miamioh.edu/regionals/","PartTime",0.4079
"Miami University-Middletown",0.676,0.752,0.766,"Middletown","OH","45042","miamioh.edu/regionals/","PartTime",0.4412
"Miami University-Oxford",0.676,0.752,0.766,"Oxford","OH","45056","miamioh.edu","PartTime",1
"Mount Carmel College of Nursing",0.879,0.871,0.863,"Columbus","OH","43222-1504","www.mccn.edu","PartTime",0.4167
"Mount Vernon Nazarene University",0.642,0.71,0.73,"Mount Vernon","OH","43050-9500","www.mvnu.edu","PartTime",0
"Mount Saint Joseph University",0.669,0.72,0.734,"Cincinnati","OH","45233-1670","www.msj.edu","PartTime",0.7143
"Notre Dame College",0.652,0.657,0.753,"Cleveland","OH","44121-4293","www.notredamecollege.edu","PartTime",0
"University of Northwestern Ohio",0.644,0.71,0.725,"Lima","OH","45805","www.unoh.edu","PartTime",0.3333
"Ohio Dominican University",0.683,0.729,0.738,"Columbus","OH","43219","www.ohiodominican.edu","PartTime",0
"Ohio State University-Lima Campus",0.687,0.744,0.785,"Lima","OH","45804","lima.osu.edu/","PartTime",0.2857
"Ohio State University-Mansfield Campus",0.687,0.744,0.785,"Mansfield","OH","44906","mansfield.osu.edu/","PartTime",0.25
"Ohio State University-Marion Campus",0.687,0.744,0.785,"Marion","OH","43302-5695","osumarion.osu.edu/","PartTime",0.3077
"Ohio State University-Newark Campus",0.687,0.744,0.785,"Newark","OH","43055","newark.osu.edu/","PartTime",0.4211
"Ohio State University-Main Campus",0.687,0.744,0.785,"Columbus","OH","43210","www.osu.edu/","PartTime",0.7143
"Ohio University-Eastern Campus",0.596,0.675,0.707,"Saint Clairsville","OH","43950","www.eastern.ohiou.edu","PartTime",0.25
"Ohio University-Chillicothe Campus",0.596,0.675,0.707,"Chillicothe","OH","45601-0629","www.ohio.edu/chillicothe/","PartTime",0.3
"Ohio University-Southern Campus",0.596,0.675,0.707,"Ironton","OH","45638","www.southern.ohiou.edu/","PartTime",0.3
"Ohio University-Lancaster Campus",0.596,0.675,0.707,"Lancaster","OH","43130-1037","www.lancaster.ohiou.edu","PartTime",0.3404
"Ohio University-Main Campus",0.596,0.675,0.707,"Athens","OH","45701-2979","www.ohio.edu","PartTime",0.3571
"Ohio University-Zanesville Campus",0.596,0.675,0.707,"Zanesville","OH","43701","www.zanesville.ohiou.edu/","PartTime",0.6667
"University of Rio Grande",0.489,0.593,0.599,"Rio Grande","OH","45674","www.rio.edu","PartTime",0.2258
"Shawnee State University",0.459,0.541,0.606,"Portsmouth","OH","45662","www.shawnee.edu/","PartTime",0
"Franciscan University of Steubenville",0.592,0.682,0.661,"Steubenville","OH","43952-1763","www.franciscan.edu","PartTime",1
"Tiffin University",0.587,0.694,0.778,"Tiffin","OH","44883","www.tiffin.edu","PartTime",0.375
"University of Toledo",0.609,0.691,0.737,"Toledo","OH","43606-3390","www.utoledo.edu/","PartTime",0.4603
"Union Institute & University",0.712,0.695,0.689,"Cincinnati","OH","45206-1925","https://www.myunion.edu","PartTime",0.3333
"Urbana University",0.556,0.663,0.699,"Urbana","OH","43078-2091","www.urbana.edu","PartTime",0.375
"The North Coast College",0.411,0.575,0.5,"Lakewood","OH","44107","www.thencc.edu","PartTime",0.6667
"Wilberforce University",0.416,0.492,0.611,"Wilberforce","OH","45384-1001","www.wilberforce.edu","PartTime",0
"Wright State University-Main Campus",0.586,0.665,0.709,"Dayton","OH","45435-0001","www.wright.edu","PartTime",0.4231
"Wright State University-Lake Campus",0.586,0.665,0.709,"Celina","OH","45822-2952","https://lake.wright.edu","PartTime",0.4286
"Xavier University",0.753,0.824,0.829,"Cincinnati","OH","45207-1092","https://www.xavier.edu","PartTime",0.25
"Youngstown State University",0.511,0.596,0.641,"Youngstown","OH","44555-0001","https://ysu.edu/","PartTime",0.5758
"Bacone College",0.481,0.571,0.615,"Muskogee","OK","74403-1597","www.bacone.edu","PartTime",0.4
"Oklahoma Wesleyan University",0.743,0.73,0.775,"Bartlesville","OK","74006-6299","www.okwu.edu","PartTime",0.4444
"Cameron University",0.477,0.578,0.615,"Lawton","OK","73505-6377","www.cameron.edu","PartTime",0.4667
"University of Central Oklahoma",0.645,0.683,0.707,"Edmond","OK","73034","https://www.uco.edu","PartTime",0.4634
"East Central University",0.563,0.642,0.676,"Ada","OK","74820-6999","https://www.ecok.edu","PartTime",0.3
"Langston University",0.367,0.441,0.494,"Langston","OK","73050","www.langston.edu","PartTime",0.5
"Northeastern State University",0.591,0.643,0.676,"Tahlequah","OK","74464-2399","https://www.nsuok.edu","PartTime",0.3571
"Northwestern Oklahoma State University",0.605,0.647,0.674,"Alva","OK","73717-2799","www.nwosu.edu","PartTime",0.4074
"Oklahoma Christian University",0.59,0.617,0.684,"Edmond","OK","73013","www.oc.edu","PartTime",0.6667
"Oklahoma Panhandle State University",0.579,0.62,0.677,"Goodwell","OK","73939-0430","www.opsu.edu","PartTime",0
"Oklahoma State University-Main Campus",0.715,0.767,0.781,"Stillwater","OK","74078-1015","www.okstate.edu/","PartTime",0.5619
"Oklahoma Baptist University",0.605,0.633,0.702,"Shawnee","OK","74804","https://www.okbu.edu","PartTime",0
"University of Oklahoma-Norman Campus",0.732,0.782,0.8,"Norman","OK","73019-3072","www.ou.edu","PartTime",0.814
"Oral Roberts University",0.549,0.618,0.67,"Tulsa","OK","74171","oru.edu","PartTime",0.1667
"Rogers State University",0.541,0.607,0.613,"Claremore","OK","74017-3252","https://www.rsu.edu/","PartTime",0.4091
"University of Science and Arts of Oklahoma",0.484,0.573,0.578,"Chickasha","OK","73018-5322","www.usao.edu","PartTime",0
"Southeastern Oklahoma State University",0.587,0.626,0.657,"Durant","OK","74701-3347","www.se.edu","PartTime",0.3333
"Southwestern Christian University",0.424,0.533,0.525,"Bethany","OK","73008","www.swcu.edu","PartTime",0
"Southwestern Oklahoma State University",0.622,0.657,0.686,"Weatherford","OK","73096-3001","https://www.swosu.edu","PartTime",0.0909
"University of Tulsa",0.681,0.74,0.768,"Tulsa","OK","74104-3189","https://utulsa.edu","PartTime",0.75
"The Art Institute of Portland",0.467,0.56,0.584,"Portland","OR","97209-2911","www.artinstitutes.edu/portland/","PartTime",0
"Concordia University-Portland",0.685,0.721,0.745,"Portland","OR","97211-6099","www.cu-portland.edu","PartTime",0
"Eastern Oregon University",0.607,0.64,0.697,"La Grande","OR","97850","www.eou.edu","PartTime",0.2593
"George Fox University",0.644,0.702,0.751,"Newberg","OR","97132","www.georgefox.edu","PartTime",0
"Multnomah University",0.559,0.565,0.585,"Portland","OR","97220","https://www.multnomah.edu","PartTime",0
"Oregon Institute of Technology",0.787,0.816,0.795,"Klamath Falls","OR","97601-8801","www.oit.edu","PartTime",0.439
"Oregon College of Art and Craft",0.21,0.367,0.45,"Portland","OR","97225","www.ocac.edu","PartTime",0
"Oregon State University",0.689,0.75,0.782,"Corvallis","OR","97331","https://oregonstate.edu","PartTime",0.732
"University of Oregon",0.641,0.714,0.747,"Eugene","OR","97403","www.uoregon.edu","PartTime",0.5051
"Pacific Northwest College of Art",0.297,0.441,0.491,"Portland","OR","97209-3404","pnca.edu","PartTime",0.5
"Portland State University",0.621,0.694,0.729,"Portland","OR","97201","www.pdx.edu","PartTime",0.4328
"Southern Oregon University",0.532,0.597,0.67,"Ashland","OR","97520","www.sou.edu","PartTime",0.4444
"Warner Pacific University",0.694,0.67,0.723,"Portland","OR","97215","www.warnerpacific.edu/","PartTime",0.8571
"Western Oregon University",0.582,0.638,0.699,"Monmouth","OR","97361-1394","www.wou.edu","PartTime",0.3333
"Allegheny College",0.674,0.759,0.818,"Meadville","PA","16335-3902","https://allegheny.edu","PartTime",0.5
"The Art Institute of Philadelphia",0.401,0.495,0.548,"Philadelphia","PA","19103-5198","www.artinstitutes.edu/philadelphia/","PartTime",0.4
"The Art Institute of Pittsburgh",0.444,0.532,0.586,"Pittsburgh","PA","15222","www.artinstitutes.edu/pittsburgh","PartTime",0.4524
"Clarks Summit University",0.419,0.467,0.585,"South Abington Township","PA","18411-1250","https://www.clarkssummitu.edu/","PartTime",0.4444
"Arcadia University",0.63,0.74,0.755,"Glenside","PA","19038-3295","https://www.arcadia.edu","PartTime",1
"Bloomsburg University of Pennsylvania",0.659,0.736,0.771,"Bloomsburg","PA","17815","www.bloomu.edu","PartTime",0.4286
"Cabrini University",0.66,0.752,0.758,"Radnor","PA","19087-3698","www.cabrini.edu","PartTime",0
"California University of Pennsylvania",0.596,0.677,0.729,"California","PA","15419-1394","www.calu.edu","PartTime",0.5
"Carlow University",0.651,0.713,0.698,"Pittsburgh","PA","15213-3165","www.carlow.edu","PartTime",1
"Central Penn College",0.583,0.63,0.616,"Summerdale","PA","17093-0309","www.centralpenn.edu","PartTime",0.4198
"Chestnut Hill College",0.629,0.693,0.745,"Philadelphia","PA","19118-2693","www.chc.edu","PartTime",0.6667
"Clarion University of Pennsylvania",0.566,0.622,0.687,"Clarion","PA","16214","www.clarion.edu","PartTime",0.625
"Drexel University",0.81,0.847,0.86,"Philadelphia","PA","19104","www.drexel.edu","PartTime",0.6667
"Duquesne University",0.799,0.832,0.856,"Pittsburgh","PA","15282","www.duq.edu","PartTime",0.8
"East Stroudsburg University of Pennsylvania",0.633,0.726,0.767,"East Stroudsburg","PA","18301-2999","www4.esu.edu/","PartTime",0.3333
"Eastern University",0.614,0.693,0.716,"Saint Davids","PA","19087-3696","https://www.eastern.edu/about/student-consumer-information","PartTime",0.5
"Edinboro University of Pennsylvania",0.446,0.564,0.648,"Edinboro","PA","16444-0001","www.edinboro.edu/","PartTime",0.5
"Elizabethtown College",0.762,0.806,0.853,"Elizabethtown","PA","17022-2298","www.etown.edu","PartTime",1
"Faith Theological Seminary",NA,NA,NA,"Baltimore","MD","21212-2624","fts.edu","PartTime",1
"Gannon University",0.693,0.759,0.796,"Erie","PA","16541-0001","www.gannon.edu","PartTime",0
"Immaculata University",0.746,0.752,0.776,"Immaculata","PA","19345","www.immaculata.edu","PartTime",0.3333
"Indiana University of Pennsylvania-Main Campus",0.582,0.663,0.724,"Indiana","PA","15705-1098","www.iup.edu","PartTime",0.6
"Keystone College",0.478,0.568,0.605,"La Plume","PA","18440-0200","www.keystone.edu","PartTime",0
"Kutztown University of Pennsylvania",0.61,0.684,0.733,"Kutztown","PA","19530-0730","https://www.kutztown.edu/","PartTime",0
"Lancaster Bible College",0.526,0.545,0.642,"Lancaster","PA","17601-5036","https://www.LBC.edu","PartTime",0.2857
"Lincoln University",0.44,0.518,0.619,"Lincoln University","PA","19352-0999","www.lincoln.edu","PartTime",0.5556
"Lock Haven University",0.603,0.639,0.734,"Lock Haven","PA","17745-2390","www.lockhaven.edu","PartTime",0.4
